FLOPs,Patch size,Tokens,Encoder parameters,Global model parameters,Decoder parameters,Global model dimension,Encoder/Decoder dimension,Global model layers,Decoder layers
xl,2.0,122759947193.34541,2448424.96,56670289.92,4896849.92,768,512,8,2
s,2.0,11543955125.554497,3098787.84,56670289.92,6197575.68,768,576,8,2
m,2.0,23087910251.108994,3098787.84,56670289.92,6197575.68,768,576,8,2
l,2.0,57719775627.772484,3098787.84,56670289.92,6197575.68,768,576,8,2
xl,2.0,115439551255.54497,3098787.84,56670289.92,6197575.68,768,576,8,2
l,2.0,52313504382.455444,3098787.84,66508881.92,6197575.68,832,576,8,2
xl,2.0,104627008764.91089,3098787.84,66508881.92,6197575.68,832,576,8,2
l,2.0,47564632374.98073,3098787.84,77134561.28,6197575.68,896,576,8,2
xl,2.0,95129264749.96146,3098787.84,77134561.28,6197575.68,896,576,8,2
l,2.0,49342054570.68919,3825664.0,66508881.92,7651328.0,832,640,8,2
xl,2.0,98684109141.37839,3825664.0,66508881.92,7651328.0,832,640,8,2
l,2.0,45095444298.61515,3825664.0,77134561.28,7651328.0,896,640,8,2
xl,2.0,90190888597.2303,3825664.0,77134561.28,7651328.0,896,640,8,2
l,2.0,41319319935.56037,3825664.0,88547328.0,7651328.0,960,640,8,2
xl,2.0,82638639871.12074,3825664.0,88547328.0,7651328.0,960,640,8,2
l,2.0,39260402265.32295,4629053.4399999995,88547328.0,9258106.879999999,960,704,8,2
xl,2.0,78520804530.6459,4629053.4399999995,88547328.0,9258106.879999999,960,704,8,2
l,2.0,36211437380.063095,4629053.4399999995,100747182.08,9258106.879999999,1024,704,8,2
xl,2.0,72422874760.12619,4629053.4399999995,100747182.08,9258106.879999999,1024,704,8,2
l,2.0,33469134265.28883,4629053.4399999995,113734123.52,9258106.879999999,1088,704,8,2
xl,2.0,66938268530.57766,4629053.4399999995,113734123.52,9258106.879999999,1088,704,8,2
l,2.0,34479398986.09869,5508956.16,100747182.08,11017912.32,1024,768,8,2
xl,2.0,68958797972.19737,5508956.16,100747182.08,11017912.32,1024,768,8,2
xl,2.0,63968237888.71033,5508956.16,113734123.52,11017912.32,1088,768,8,2
xl,2.0,59441952181.294815,5508956.16,127508152.32,11017912.32,1152,768,8,2
xl,2.0,61029947725.39882,6465372.16,113734123.52,12930744.32,1088,832,8,2
xl,2.0,56896494567.09666,6465372.16,127508152.32,12930744.32,1152,832,8,2
xl,2.0,53120331445.30247,6465372.16,142069268.48000002,12930744.32,1216,832,8,2
xl,2.0,49668157582.374954,6465372.16,157417472.0,12930744.32,1280,832,8,2
xl,2.0,54384966005.8634,7498301.4399999995,127508152.32,14996602.879999999,1152,896,8,2
xl,2.0,50924682729.937935,7498301.4399999995,142069268.48000002,14996602.879999999,1216,896,8,2
xl,2.0,47743446415.236885,7498301.4399999995,157417472.0,14996602.879999999,1280,896,8,2
xl,2.0,45837997807.99027,8607744.0,157417472.0,17215488.0,1280,960,8,2
s,2.0,64535703918.698814,344309.76,7083786.24,688619.52,256,192,9,2
m,2.0,129071407837.39763,344309.76,7083786.24,688619.52,256,192,9,2
s,2.0,44507068619.759315,612106.24,11068416.0,1224212.48,320,256,9,2
m,2.0,89014137239.51863,612106.24,11068416.0,1224212.48,320,256,9,2
s,2.0,27187013401.396744,956416.0,21694095.36,1912832.0,448,320,9,2
m,2.0,54374026802.79349,956416.0,21694095.36,1912832.0,448,320,9,2
l,2.0,135935067006.9837,956416.0,21694095.36,1912832.0,448,320,9,2
s,2.0,21309235036.51196,1377239.04,28335144.96,2754478.08,512,384,9,2
m,2.0,42618470073.02392,1377239.04,28335144.96,2754478.08,512,384,9,2
l,2.0,106546175182.5598,1377239.04,28335144.96,2754478.08,512,384,9,2
xl,2.0,213092350365.1196,1377239.04,28335144.96,2754478.08,512,384,9,2
s,2.0,17144409771.955868,1874575.3599999999,35861667.839999996,3749150.7199999997,576,448,9,2
m,2.0,34288819543.911736,1874575.3599999999,35861667.839999996,3749150.7199999997,576,448,9,2
l,2.0,85722048859.77934,1874575.3599999999,35861667.839999996,3749150.7199999997,576,448,9,2
xl,2.0,171444097719.5587,1874575.3599999999,35861667.839999996,3749150.7199999997,576,448,9,2
s,2.0,15058664412.40629,1874575.3599999999,44273664.0,3749150.7199999997,640,448,9,2
m,2.0,30117328824.81258,1874575.3599999999,44273664.0,3749150.7199999997,640,448,9,2
l,2.0,75293322062.03145,1874575.3599999999,44273664.0,3749150.7199999997,640,448,9,2
xl,2.0,150586644124.0629,1874575.3599999999,44273664.0,3749150.7199999997,640,448,9,2
s,2.0,14088001565.089064,2448424.96,44273664.0,4896849.92,640,512,9,2
m,2.0,28176003130.178127,2448424.96,44273664.0,4896849.92,640,512,9,2
l,2.0,70440007825.44531,2448424.96,44273664.0,4896849.92,640,512,9,2
xl,2.0,140880015650.89062,2448424.96,44273664.0,4896849.92,640,512,9,2
s,2.0,12543054888.833654,2448424.96,53571133.44,4896849.92,704,512,9,2
m,2.0,25086109777.66731,2448424.96,53571133.44,4896849.92,704,512,9,2
l,2.0,62715274444.16827,2448424.96,53571133.44,4896849.92,704,512,9,2
xl,2.0,125430548888.33653,2448424.96,53571133.44,4896849.92,704,512,9,2
s,2.0,11779808428.273878,3098787.84,53571133.44,6197575.68,704,576,9,2
m,2.0,23559616856.547756,3098787.84,53571133.44,6197575.68,704,576,9,2
l,2.0,58899042141.369385,3098787.84,53571133.44,6197575.68,704,576,9,2
xl,2.0,117798084282.73877,3098787.84,53571133.44,6197575.68,704,576,9,2
l,2.0,53023317989.046844,3098787.84,63754076.160000004,6197575.68,768,576,9,2
xl,2.0,106046635978.09369,3098787.84,63754076.160000004,6197575.68,768,576,9,2
l,2.0,47906784416.85174,3098787.84,74822492.16,6197575.68,832,576,9,2
xl,2.0,95813568833.70348,3098787.84,74822492.16,6197575.68,832,576,9,2
l,2.0,45402879817.057396,3825664.0,74822492.16,7651328.0,832,640,9,2
xl,2.0,90805759634.11479,3825664.0,74822492.16,7651328.0,832,640,9,2
l,2.0,41370011251.90171,3825664.0,86776381.44,7651328.0,896,640,9,2
xl,2.0,82740022503.80342,3825664.0,86776381.44,7651328.0,896,640,9,2
l,2.0,39306164811.59178,4629053.4399999995,86776381.44,9258106.879999999,896,704,9,2
xl,2.0,78612329623.18356,4629053.4399999995,86776381.44,9258106.879999999,896,704,9,2
l,2.0,36073491442.48822,4629053.4399999995,99615744.0,9258106.879999999,960,704,9,2
xl,2.0,72146982884.97644,4629053.4399999995,99615744.0,9258106.879999999,960,704,9,2
l,2.0,33185224226.347816,4629053.4399999995,113340579.84,9258106.879999999,1024,704,9,2
xl,2.0,66370448452.69563,4629053.4399999995,113340579.84,9258106.879999999,1024,704,9,2
l,2.0,34354310913.2725,5508956.16,99615744.0,11017912.32,960,768,9,2
xl,2.0,68708621826.545,5508956.16,99615744.0,11017912.32,960,768,9,2
l,2.0,31724746362.83549,5508956.16,113340579.84,11017912.32,1024,768,9,2
xl,2.0,63449492725.67098,5508956.16,113340579.84,11017912.32,1024,768,9,2
xl,2.0,58708423328.64963,5508956.16,127950888.96,11017912.32,1088,768,9,2
xl,2.0,60557587758.38963,6465372.16,113340579.84,12930744.32,1024,832,9,2
xl,2.0,56224088454.14685,6465372.16,127950888.96,12930744.32,1088,832,9,2
xl,2.0,52287185382.985985,6465372.16,143446671.35999998,12930744.32,1152,832,9,2
xl,2.0,48707475213.997185,6465372.16,159827927.04000002,12930744.32,1216,832,9,2
xl,2.0,53770291819.822105,7498301.4399999995,127950888.96,14996602.879999999,1088,896,9,2
xl,2.0,50158490235.671585,7498301.4399999995,143446671.35999998,14996602.879999999,1152,896,9,2
xl,2.0,46855111176.68328,7498301.4399999995,159827927.04000002,14996602.879999999,1216,896,9,2
xl,2.0,45018546301.3242,8607744.0,159827927.04000002,17215488.0,1216,960,9,2
s,2.0,59268959770.392235,344309.76,7695892.48,688619.52,256,192,10,2
m,2.0,118537919540.78447,344309.76,7695892.48,688619.52,256,192,10,2
s,2.0,41027342511.58967,612106.24,12024832.0,1224212.48,320,256,10,2
m,2.0,82054685023.17934,612106.24,12024832.0,1224212.48,320,256,10,2
s,2.0,30117010125.868862,956416.0,17315758.080000002,1912832.0,384,320,10,2
m,2.0,60234020251.737724,956416.0,17315758.080000002,1912832.0,384,320,10,2
l,2.0,150585050629.3443,956416.0,17315758.080000002,1912832.0,384,320,10,2
s,2.0,25020829340.008972,956416.0,23568670.72,1912832.0,448,320,10,2
m,2.0,50041658680.017944,956416.0,23568670.72,1912832.0,448,320,10,2
l,2.0,125104146700.04486,956416.0,23568670.72,1912832.0,448,320,10,2
xl,2.0,250208293400.08972,956416.0,23568670.72,1912832.0,448,320,10,2
s,2.0,23061798624.285854,1377239.04,23568670.72,2754478.08,448,384,10,2
m,2.0,46123597248.57171,1377239.04,23568670.72,2754478.08,448,384,10,2
l,2.0,115308993121.42928,1377239.04,23568670.72,2754478.08,448,384,10,2
xl,2.0,230617986242.85855,1377239.04,23568670.72,2754478.08,448,384,10,2
s,2.0,19660842477.103584,1377239.04,30783569.92,2754478.08,512,384,10,2
m,2.0,39321684954.20717,1377239.04,30783569.92,2754478.08,512,384,10,2
l,2.0,98304212385.51791,1377239.04,30783569.92,2754478.08,512,384,10,2
xl,2.0,196608424771.03583,1377239.04,30783569.92,2754478.08,512,384,10,2
s,2.0,15851270224.927345,1874575.3599999999,38960455.67999999,3749150.7199999997,576,448,10,2
m,2.0,31702540449.85469,1874575.3599999999,38960455.67999999,3749150.7199999997,576,448,10,2
l,2.0,79256351124.63672,1874575.3599999999,38960455.67999999,3749150.7199999997,576,448,10,2
xl,2.0,158512702249.27344,1874575.3599999999,38960455.67999999,3749150.7199999997,576,448,10,2
s,2.0,13048285621.452307,2448424.96,48099328.0,4896849.92,640,512,10,2
m,2.0,26096571242.904613,2448424.96,48099328.0,4896849.92,640,512,10,2
l,2.0,65241428107.26153,2448424.96,48099328.0,4896849.92,640,512,10,2
xl,2.0,130482856214.52306,2448424.96,48099328.0,4896849.92,640,512,10,2
s,2.0,11580390791.237669,2448424.96,58200186.879999995,4896849.92,704,512,10,2
m,2.0,23160781582.475338,2448424.96,58200186.879999995,4896849.92,704,512,10,2
l,2.0,57901953956.18835,2448424.96,58200186.879999995,4896849.92,704,512,10,2
xl,2.0,115803907912.3767,2448424.96,58200186.879999995,4896849.92,704,512,10,2
s,2.0,10926752380.797733,3098787.84,58200186.879999995,6197575.68,704,576,10,2
m,2.0,21853504761.595467,3098787.84,58200186.879999995,6197575.68,704,576,10,2
l,2.0,54633761903.98866,3098787.84,58200186.879999995,6197575.68,704,576,10,2
xl,2.0,109267523807.97733,3098787.84,58200186.879999995,6197575.68,704,576,10,2
l,2.0,49033622460.04894,3098787.84,69263032.32000001,6197575.68,768,576,10,2
xl,2.0,98067244920.09789,3098787.84,69263032.32000001,6197575.68,768,576,10,2
l,2.0,46413762308.781235,3825664.0,69263032.32000001,7651328.0,768,640,10,2
xl,2.0,92827524617.56247,3825664.0,69263032.32000001,7651328.0,768,640,10,2
l,2.0,42046165263.25312,3825664.0,81287864.32,7651328.0,832,640,10,2
xl,2.0,84092330526.50624,3825664.0,81287864.32,7651328.0,832,640,10,2
l,2.0,38213140350.73818,3825664.0,94274682.88,7651328.0,896,640,10,2
xl,2.0,76426280701.47636,3825664.0,94274682.88,7651328.0,896,640,10,2
l,2.0,39916041071.81547,4629053.4399999995,81287864.32,9258106.879999999,832,704,10,2
xl,2.0,79832082143.63094,4629053.4399999995,81287864.32,9258106.879999999,832,704,10,2
l,2.0,36445524043.670845,4629053.4399999995,94274682.88,9258106.879999999,896,704,10,2
xl,2.0,72891048087.34169,4629053.4399999995,94274682.88,9258106.879999999,896,704,10,2
l,2.0,33365122126.938416,4629053.4399999995,108223488.0,9258106.879999999,960,704,10,2
xl,2.0,66730244253.87683,4629053.4399999995,108223488.0,9258106.879999999,960,704,10,2
l,2.0,34691562282.031525,5508956.16,94274682.88,11017912.32,896,768,10,2
xl,2.0,69383124564.06305,5508956.16,94274682.88,11017912.32,896,768,10,2
l,2.0,31889118915.053032,5508956.16,108223488.0,11017912.32,960,768,10,2
xl,2.0,63778237830.106064,5508956.16,108223488.0,11017912.32,960,768,10,2
xl,2.0,58755367213.48679,5508956.16,123134279.68,11017912.32,1024,768,10,2
l,2.0,30428488976.894768,6465372.16,108223488.0,12930744.32,960,832,10,2
xl,2.0,60856977953.789536,6465372.16,108223488.0,12930744.32,960,832,10,2
xl,2.0,56267141942.34073,6465372.16,123134279.68,12930744.32,1024,832,10,2
xl,2.0,52119862059.856606,6465372.16,139007057.92,12930744.32,1088,832,10,2
xl,2.0,48368729089.46321,6465372.16,155841822.71999997,12930744.32,1152,832,10,2
xl,2.0,50004493523.79883,7498301.4399999995,139007057.92,14996602.879999999,1088,896,10,2
xl,2.0,46541557479.42816,7498301.4399999995,155841822.71999997,14996602.879999999,1152,896,10,2
xl,2.0,44729015450.38956,8607744.0,155841822.71999997,17215488.0,1152,960,10,2
s,2.0,52122383422.99384,344309.76,10625679.36,1032929.28,384,192,6,3
m,2.0,104244766845.98769,344309.76,10625679.36,1032929.28,384,192,6,3
s,2.0,32576939538.200985,612106.24,18890096.64,1836318.72,512,256,6,3
m,2.0,65153879076.40197,612106.24,18890096.64,1836318.72,512,256,6,3
l,2.0,162884697691.0049,612106.24,18890096.64,1836318.72,512,256,6,3
s,2.0,22338693190.022575,956416.0,29515776.0,2869248.0,640,320,6,3
m,2.0,44677386380.04515,956416.0,29515776.0,2869248.0,640,320,6,3
l,2.0,111693465950.11287,956416.0,29515776.0,2869248.0,640,320,6,3
xl,2.0,223386931900.22574,956416.0,29515776.0,2869248.0,640,320,6,3
s,2.0,19765171296.422443,956416.0,35714088.96,2869248.0,704,320,6,3
m,2.0,39530342592.84489,956416.0,35714088.96,2869248.0,704,320,6,3
l,2.0,98825856482.11221,956416.0,35714088.96,2869248.0,704,320,6,3
xl,2.0,197651712964.22443,956416.0,35714088.96,2869248.0,704,320,6,3
s,2.0,18142019841.57587,1377239.04,35714088.96,4131717.12,704,384,6,3
m,2.0,36284039683.15174,1377239.04,35714088.96,4131717.12,704,384,6,3
l,2.0,90710099207.87936,1377239.04,35714088.96,4131717.12,704,384,6,3
xl,2.0,181420198415.75873,1377239.04,35714088.96,4131717.12,704,384,6,3
s,2.0,16288750964.606804,1377239.04,42502717.44,4131717.12,768,384,6,3
m,2.0,32577501929.213608,1377239.04,42502717.44,4131717.12,768,384,6,3
l,2.0,81443754823.03401,1377239.04,42502717.44,4131717.12,768,384,6,3
xl,2.0,162887509646.06802,1377239.04,42502717.44,4131717.12,768,384,6,3
s,2.0,14682949865.427124,1377239.04,49881661.44,4131717.12,832,384,6,3
m,2.0,29365899730.854248,1377239.04,49881661.44,4131717.12,832,384,6,3
l,2.0,73414749327.13562,1377239.04,49881661.44,4131717.12,832,384,6,3
xl,2.0,146829498654.27124,1377239.04,49881661.44,4131717.12,832,384,6,3
s,2.0,13620315873.125708,1874575.3599999999,49881661.44,5623726.08,832,448,6,3
m,2.0,27240631746.251415,1874575.3599999999,49881661.44,5623726.08,832,448,6,3
l,2.0,68101579365.62854,1874575.3599999999,49881661.44,5623726.08,832,448,6,3
xl,2.0,136203158731.25708,1874575.3599999999,49881661.44,5623726.08,832,448,6,3
s,2.0,12410548341.790297,1874575.3599999999,57850920.96,5623726.08,896,448,6,3
m,2.0,24821096683.580593,1874575.3599999999,57850920.96,5623726.08,896,448,6,3
l,2.0,62052741708.951485,1874575.3599999999,57850920.96,5623726.08,896,448,6,3
xl,2.0,124105483417.90297,1874575.3599999999,57850920.96,5623726.08,896,448,6,3
l,2.0,56704621637.51392,1874575.3599999999,66410496.0,5623726.08,960,448,6,3
xl,2.0,113409243275.02785,1874575.3599999999,66410496.0,5623726.08,960,448,6,3
l,2.0,53035379924.010025,2448424.96,66410496.0,7345274.88,960,512,6,3
xl,2.0,106070759848.02005,2448424.96,66410496.0,7345274.88,960,512,6,3
l,2.0,48866759059.712616,2448424.96,75560386.56,7345274.88,1024,512,6,3
xl,2.0,97733518119.42523,2448424.96,75560386.56,7345274.88,1024,512,6,3
l,2.0,45124670526.36962,2448424.96,85300592.64,7345274.88,1088,512,6,3
xl,2.0,90249341052.73924,2448424.96,85300592.64,7345274.88,1088,512,6,3
l,2.0,42483947702.0619,3098787.84,85300592.64,9296363.52,1088,576,6,3
xl,2.0,84967895404.1238,3098787.84,85300592.64,9296363.52,1088,576,6,3
l,2.0,39488438886.979294,3098787.84,95631114.24,9296363.52,1152,576,6,3
xl,2.0,78976877773.95859,3098787.84,95631114.24,9296363.52,1152,576,6,3
l,2.0,36767435842.836365,3098787.84,106551951.36000001,9296363.52,1216,576,6,3
xl,2.0,73534871685.67273,3098787.84,106551951.36000001,9296363.52,1216,576,6,3
l,2.0,34803380922.26246,3825664.0,106551951.36000001,11476992.0,1216,640,6,3
xl,2.0,69606761844.52492,3825664.0,106551951.36000001,11476992.0,1216,640,6,3
xl,2.0,65156128679.2884,3825664.0,118063104.0,11476992.0,1280,640,6,3
xl,2.0,61751750580.12263,4629053.4399999995,118063104.0,13887160.319999998,1280,704,6,3
s,2.0,57220428949.23773,344309.76,8608768.0,1032929.28,320,192,7,3
m,2.0,114440857898.47546,344309.76,8608768.0,1032929.28,320,192,7,3
s,2.0,46096201903.075424,344309.76,12396625.92,1032929.28,384,192,7,3
m,2.0,92192403806.15085,344309.76,12396625.92,1032929.28,384,192,7,3
s,2.0,34036142091.62451,612106.24,16873185.28,1836318.72,448,256,7,3
m,2.0,68072284183.24902,612106.24,16873185.28,1836318.72,448,256,7,3
l,2.0,170180710458.12256,612106.24,16873185.28,1836318.72,448,256,7,3
s,2.0,28875803699.089325,612106.24,22038446.08,1836318.72,512,256,7,3
m,2.0,57751607398.17865,612106.24,22038446.08,1836318.72,512,256,7,3
l,2.0,144379018495.44662,612106.24,22038446.08,1836318.72,512,256,7,3
s,2.0,22656307898.19483,956416.0,27892408.32,2869248.0,576,320,7,3
m,2.0,45312615796.38966,956416.0,27892408.32,2869248.0,576,320,7,3
l,2.0,113281539490.97417,956416.0,27892408.32,2869248.0,576,320,7,3
xl,2.0,226563078981.94833,956416.0,27892408.32,2869248.0,576,320,7,3
s,2.0,19832845603.99424,956416.0,34435072.0,2869248.0,640,320,7,3
m,2.0,39665691207.98848,956416.0,34435072.0,2869248.0,640,320,7,3
l,2.0,99164228019.9712,956416.0,34435072.0,2869248.0,640,320,7,3
xl,2.0,198328456039.9424,956416.0,34435072.0,2869248.0,640,320,7,3
s,2.0,18199019444.985466,1377239.04,34435072.0,4131717.12,640,384,7,3
m,2.0,36398038889.97093,1377239.04,34435072.0,4131717.12,640,384,7,3
l,2.0,90995097224.92734,1377239.04,34435072.0,4131717.12,640,384,7,3
xl,2.0,181990194449.85468,1377239.04,34435072.0,4131717.12,640,384,7,3
s,2.0,16194822103.377277,1377239.04,41666437.120000005,4131717.12,704,384,7,3
m,2.0,32389644206.754555,1377239.04,41666437.120000005,4131717.12,704,384,7,3
l,2.0,80974110516.88638,1377239.04,41666437.120000005,4131717.12,704,384,7,3
xl,2.0,161948221033.77277,1377239.04,41666437.120000005,4131717.12,704,384,7,3
s,2.0,14479161442.585217,1377239.04,49586503.68,4131717.12,768,384,7,3
m,2.0,28958322885.170433,1377239.04,49586503.68,4131717.12,768,384,7,3
l,2.0,72395807212.92609,1377239.04,49586503.68,4131717.12,768,384,7,3
xl,2.0,144791614425.85217,1377239.04,49586503.68,4131717.12,768,384,7,3
s,2.0,13444780886.641352,1874575.3599999999,49586503.68,5623726.08,768,448,7,3
m,2.0,26889561773.282703,1874575.3599999999,49586503.68,5623726.08,768,448,7,3
l,2.0,67223904433.20676,1874575.3599999999,49586503.68,5623726.08,768,448,7,3
xl,2.0,134447808866.41351,1874575.3599999999,49586503.68,5623726.08,768,448,7,3
s,2.0,12163752523.492098,1874575.3599999999,58195271.68,5623726.08,832,448,7,3
m,2.0,24327505046.984196,1874575.3599999999,58195271.68,5623726.08,832,448,7,3
l,2.0,60818762617.460495,1874575.3599999999,58195271.68,5623726.08,832,448,7,3
xl,2.0,121637525234.92099,1874575.3599999999,58195271.68,5623726.08,832,448,7,3
l,2.0,55211303215.58687,1874575.3599999999,67492741.12,5623726.08,896,448,7,3
xl,2.0,110422606431.17374,1874575.3599999999,67492741.12,5623726.08,896,448,7,3
l,2.0,51726838171.87336,2448424.96,67492741.12,7345274.88,896,512,7,3
xl,2.0,103453676343.74672,2448424.96,67492741.12,7345274.88,896,512,7,3
l,2.0,47380861483.341736,2448424.96,77478912.0,7345274.88,960,512,7,3
xl,2.0,94761722966.68347,2448424.96,77478912.0,7345274.88,960,512,7,3
l,2.0,43512091755.49205,2448424.96,88153784.32,7345274.88,1024,512,7,3
xl,2.0,87024183510.9841,2448424.96,88153784.32,7345274.88,1024,512,7,3
l,2.0,44477963607.13672,3098787.84,77478912.0,9296363.52,960,576,7,3
xl,2.0,88955927214.27344,3098787.84,77478912.0,9296363.52,960,576,7,3
l,2.0,41051589065.63274,3098787.84,88153784.32,9296363.52,1024,576,7,3
xl,2.0,82103178131.26547,3098787.84,88153784.32,9296363.52,1024,576,7,3
l,2.0,37965868603.94114,3098787.84,99517358.08,9296363.52,1088,576,7,3
xl,2.0,75931737207.88228,3098787.84,99517358.08,9296363.52,1088,576,7,3
l,2.0,35183260857.84252,3098787.84,111569633.28,9296363.52,1152,576,7,3
xl,2.0,70366521715.68504,3098787.84,111569633.28,9296363.52,1152,576,7,3
l,2.0,35875330441.64164,3825664.0,99517358.08,11476992.0,1088,640,7,3
xl,2.0,71750660883.28328,3825664.0,99517358.08,11476992.0,1088,640,7,3
l,2.0,33380658882.63456,3825664.0,111569633.28,11476992.0,1152,640,7,3
xl,2.0,66761317765.26912,3825664.0,111569633.28,11476992.0,1152,640,7,3
xl,2.0,62220141023.21394,3825664.0,124310609.92000002,11476992.0,1216,640,7,3
xl,2.0,58082630115.314,3825664.0,137740288.0,11476992.0,1280,640,7,3
xl,2.0,59108331991.81064,4629053.4399999995,124310609.92000002,13887160.319999998,1216,704,7,3
xl,2.0,55361869913.00594,4629053.4399999995,137740288.0,13887160.319999998,1280,704,7,3
xl,2.0,52665427450.00142,5508956.16,137740288.0,16526868.48,1280,768,7,3
s,2.0,51594465454.261116,344309.76,9838592.0,1032929.28,320,192,8,3
m,2.0,103188930908.52223,344309.76,9838592.0,1032929.28,320,192,8,3
s,2.0,30707846822.774548,612106.24,19283640.32,1836318.72,448,256,8,3
m,2.0,61415693645.549095,612106.24,19283640.32,1836318.72,448,256,8,3
l,2.0,153539234113.87274,612106.24,19283640.32,1836318.72,448,256,8,3
