FLOPs,Patch size,Tokens,Encoder parameters,Global model parameters,Decoder parameters,Global model dimension,Encoder/Decoder dimension,Global model layers,Decoder layers
m,4.0,34629031458.51369,1377239.04,76057231.36,6886195.2,704,384,13,5
l,4.0,86572578646.28421,1377239.04,76057231.36,6886195.2,704,384,13,5
xl,4.0,173145157292.56842,1377239.04,76057231.36,6886195.2,704,384,13,5
s,4.0,14005429373.882372,1874575.3599999999,90514391.03999999,9372876.799999999,768,448,13,5
m,4.0,28010858747.764744,1874575.3599999999,90514391.03999999,9372876.799999999,768,448,13,5
l,4.0,70027146869.41187,1874575.3599999999,90514391.03999999,9372876.799999999,768,448,13,5
xl,4.0,140054293738.82373,1874575.3599999999,90514391.03999999,9372876.799999999,768,448,13,5
s,4.0,12814670434.827684,1874575.3599999999,106228695.03999999,9372876.799999999,832,448,13,5
m,4.0,25629340869.65537,1874575.3599999999,106228695.03999999,9372876.799999999,832,448,13,5
l,4.0,64073352174.13842,1874575.3599999999,106228695.03999999,9372876.799999999,832,448,13,5
xl,4.0,128146704348.27684,1874575.3599999999,106228695.03999999,9372876.799999999,832,448,13,5
s,4.0,11542939815.529196,2448424.96,106228695.03999999,12242124.8,832,512,13,5
m,4.0,23085879631.05839,2448424.96,106228695.03999999,12242124.8,832,512,13,5
l,4.0,57714699077.64597,2448424.96,106228695.03999999,12242124.8,832,512,13,5
xl,4.0,115429398155.29195,2448424.96,106228695.03999999,12242124.8,832,512,13,5
s,4.0,10666967703.855703,2448424.96,123200143.36,12242124.8,896,512,13,5
m,4.0,21333935407.711407,2448424.96,123200143.36,12242124.8,896,512,13,5
l,4.0,53334838519.27852,2448424.96,123200143.36,12242124.8,896,512,13,5
xl,4.0,106669677038.55704,2448424.96,123200143.36,12242124.8,896,512,13,5
l,4.0,49338227849.73364,2448424.96,141428736.0,12242124.8,960,512,13,5
xl,4.0,98676455699.46729,2448424.96,141428736.0,12242124.8,960,512,13,5
l,4.0,45026614215.86258,3098787.84,141428736.0,15493939.2,960,576,13,5
xl,4.0,90053228431.72516,3098787.84,141428736.0,15493939.2,960,576,13,5
l,4.0,41974828395.21573,3098787.84,160914472.96,15493939.2,1024,576,13,5
xl,4.0,83949656790.43146,3098787.84,160914472.96,15493939.2,1024,576,13,5
l,4.0,39162788754.792076,3098787.84,181657354.24,15493939.2,1088,576,13,5
xl,4.0,78325577509.58415,3098787.84,181657354.24,15493939.2,1088,576,13,5
l,4.0,38482317112.991104,3825664.0,160914472.96,19128320.0,1024,640,13,5
xl,4.0,76964634225.98221,3825664.0,160914472.96,19128320.0,1024,640,13,5
l,4.0,36105511752.810844,3825664.0,181657354.24,19128320.0,1088,640,13,5
xl,4.0,72211023505.62169,3825664.0,181657354.24,19128320.0,1088,640,13,5
l,4.0,33894663230.717476,3825664.0,203657379.83999997,19128320.0,1152,640,13,5
xl,4.0,67789326461.43495,3825664.0,203657379.83999997,19128320.0,1152,640,13,5
l,4.0,31841390852.820026,3825664.0,226914549.76000002,19128320.0,1216,640,13,5
xl,4.0,63682781705.64005,3825664.0,226914549.76000002,19128320.0,1216,640,13,5
l,4.0,31361076668.453236,4629053.4399999995,203657379.83999997,23145267.199999996,1152,704,13,5
xl,4.0,62722153336.90647,4629053.4399999995,203657379.83999997,23145267.199999996,1152,704,13,5
l,4.0,29595295593.18131,4629053.4399999995,226914549.76000002,23145267.199999996,1216,704,13,5
xl,4.0,59190591186.36262,4629053.4399999995,226914549.76000002,23145267.199999996,1216,704,13,5
xl,4.0,55885319475.948715,4629053.4399999995,251428864.0,23145267.199999996,1280,704,13,5
xl,4.0,52093648917.69202,5508956.16,251428864.0,27544780.8,1280,768,13,5
s,4.0,63405470701.113144,344309.76,16944128.0,1721548.8,320,192,14,5
m,4.0,126810941402.22629,344309.76,16944128.0,1721548.8,320,192,14,5
l,4.0,317027353505.56573,344309.76,16944128.0,1721548.8,320,192,14,5
s,4.0,36340374295.38921,612106.24,33210490.88,3060531.2,448,256,14,5
m,4.0,72680748590.77843,612106.24,33210490.88,3060531.2,448,256,14,5
l,4.0,181701871476.94604,612106.24,33210490.88,3060531.2,448,256,14,5
xl,4.0,363403742953.8921,612106.24,33210490.88,3060531.2,448,256,14,5
s,4.0,26768370370.221893,956416.0,43376967.68,4782080.0,512,320,14,5
m,4.0,53536740740.44379,956416.0,43376967.68,4782080.0,512,320,14,5
l,4.0,133841851851.10947,956416.0,43376967.68,4782080.0,512,320,14,5
xl,4.0,267683703702.21893,956416.0,43376967.68,4782080.0,512,320,14,5
s,4.0,23564643268.40109,956416.0,54898974.72,4782080.0,576,320,14,5
m,4.0,47129286536.80218,956416.0,54898974.72,4782080.0,576,320,14,5
l,4.0,117823216342.00545,956416.0,54898974.72,4782080.0,576,320,14,5
xl,4.0,235646432684.0109,956416.0,54898974.72,4782080.0,576,320,14,5
s,4.0,18376918562.05911,1377239.04,67776512.0,6886195.2,640,384,14,5
m,4.0,36753837124.11822,1377239.04,67776512.0,6886195.2,640,384,14,5
l,4.0,91884592810.29553,1377239.04,67776512.0,6886195.2,640,384,14,5
xl,4.0,183769185620.59106,1377239.04,67776512.0,6886195.2,640,384,14,5
s,4.0,16521258969.206455,1377239.04,82009579.52,6886195.2,704,384,14,5
m,4.0,33042517938.41291,1377239.04,82009579.52,6886195.2,704,384,14,5
l,4.0,82606294846.03227,1377239.04,82009579.52,6886195.2,704,384,14,5
xl,4.0,165212589692.06454,1377239.04,82009579.52,6886195.2,704,384,14,5
s,4.0,14701796291.34604,1874575.3599999999,82009579.52,9372876.799999999,704,448,14,5
m,4.0,29403592582.69208,1874575.3599999999,82009579.52,9372876.799999999,704,448,14,5
l,4.0,73508981456.73021,1874575.3599999999,82009579.52,9372876.799999999,704,448,14,5
xl,4.0,147017962913.46042,1874575.3599999999,82009579.52,9372876.799999999,704,448,14,5
s,4.0,13396311515.744593,1874575.3599999999,97598177.28,9372876.799999999,768,448,14,5
m,4.0,26792623031.489185,1874575.3599999999,97598177.28,9372876.799999999,768,448,14,5
l,4.0,66981557578.72296,1874575.3599999999,97598177.28,9372876.799999999,768,448,14,5
xl,4.0,133963115157.44592,1874575.3599999999,97598177.28,9372876.799999999,768,448,14,5
s,4.0,12226066854.02713,1874575.3599999999,114542305.28,9372876.799999999,832,448,14,5
m,4.0,24452133708.05426,1874575.3599999999,114542305.28,9372876.799999999,832,448,14,5
l,4.0,61130334270.13565,1874575.3599999999,114542305.28,9372876.799999999,832,448,14,5
xl,4.0,122260668540.2713,1874575.3599999999,114542305.28,9372876.799999999,832,448,14,5
s,4.0,11063178694.593487,2448424.96,114542305.28,12242124.8,832,512,14,5
m,4.0,22126357389.186974,2448424.96,114542305.28,12242124.8,832,512,14,5
l,4.0,55315893472.96743,2448424.96,114542305.28,12242124.8,832,512,14,5
xl,4.0,110631786945.93486,2448424.96,114542305.28,12242124.8,832,512,14,5
l,4.0,50993610084.54854,2448424.96,132841963.52,12242124.8,896,512,14,5
xl,4.0,101987220169.09708,2448424.96,132841963.52,12242124.8,896,512,14,5
l,4.0,47067863677.89919,2448424.96,152497152.0,12242124.8,960,512,14,5
xl,4.0,94135727355.79839,2448424.96,152497152.0,12242124.8,960,512,14,5
l,4.0,46401283634.4196,3098787.84,132841963.52,15493939.2,896,576,14,5
xl,4.0,92802567268.8392,3098787.84,132841963.52,15493939.2,896,576,14,5
l,4.0,43128086370.06953,3098787.84,152497152.0,15493939.2,960,576,14,5
xl,4.0,86256172740.13905,3098787.84,152497152.0,15493939.2,960,576,14,5
l,4.0,40119282625.425575,3098787.84,173507870.72,15493939.2,1024,576,14,5
xl,4.0,80238565250.85115,3098787.84,173507870.72,15493939.2,1024,576,14,5
l,4.0,36916948598.745094,3825664.0,173507870.72,19128320.0,1024,640,14,5
xl,4.0,73833897197.49019,3825664.0,173507870.72,19128320.0,1024,640,14,5
l,4.0,34566124828.66761,3825664.0,195874119.68,19128320.0,1088,640,14,5
xl,4.0,69132249657.33522,3825664.0,195874119.68,19128320.0,1088,640,14,5
l,4.0,32388042754.98574,3825664.0,219595898.88,19128320.0,1152,640,14,5
xl,4.0,64776085509.97148,3825664.0,219595898.88,19128320.0,1152,640,14,5
l,4.0,31935058092.169994,4629053.4399999995,195874119.68,23145267.199999996,1088,704,14,5
xl,4.0,63870116184.33999,4629053.4399999995,195874119.68,23145267.199999996,1088,704,14,5
l,4.0,30066974594.820824,4629053.4399999995,219595898.88,23145267.199999996,1152,704,14,5
xl,4.0,60133949189.64165,4629053.4399999995,219595898.88,23145267.199999996,1152,704,14,5
xl,4.0,56644511394.087875,4629053.4399999995,244673208.32000002,23145267.199999996,1216,704,14,5
xl,4.0,53390187920.85285,4629053.4399999995,271106048.0,23145267.199999996,1280,704,14,5
xl,4.0,52752709830.740105,5508956.16,244673208.32000002,27544780.8,1216,768,14,5
xl,4.0,49919020326.910065,5508956.16,271106048.0,27544780.8,1280,768,14,5
xl,4.0,46629782970.90413,6465372.16,271106048.0,32326860.8,1280,832,14,5
s,4.0,60684863542.4623,344309.76,18173952.0,1721548.8,320,192,15,5
m,4.0,121369727084.9246,344309.76,18173952.0,1721548.8,320,192,15,5
l,4.0,303424317712.3115,344309.76,18173952.0,1721548.8,320,192,15,5
s,4.0,40931803267.16213,612106.24,26170490.88,3060531.2,384,256,15,5
m,4.0,81863606534.32426,612106.24,26170490.88,3060531.2,384,256,15,5
l,4.0,204659016335.81067,612106.24,26170490.88,3060531.2,384,256,15,5
xl,4.0,409318032671.62134,612106.24,26170490.88,3060531.2,384,256,15,5
s,4.0,34763557250.57841,612106.24,35620945.92,3060531.2,448,256,15,5
m,4.0,69527114501.15681,612106.24,35620945.92,3060531.2,448,256,15,5
l,4.0,173817786252.89203,612106.24,35620945.92,3060531.2,448,256,15,5
xl,4.0,347635572505.78406,612106.24,35620945.92,3060531.2,448,256,15,5
s,4.0,25686100400.349728,956416.0,46525317.12,4782080.0,512,320,15,5
m,4.0,51372200800.699455,956416.0,46525317.12,4782080.0,512,320,15,5
l,4.0,128430502001.74864,956416.0,46525317.12,4782080.0,512,320,15,5
xl,4.0,256861004003.49728,956416.0,46525317.12,4782080.0,512,320,15,5
s,4.0,22536085591.548264,956416.0,58883604.480000004,4782080.0,576,320,15,5
m,4.0,45072171183.09653,956416.0,58883604.480000004,4782080.0,576,320,15,5
l,4.0,112680427957.74133,956416.0,58883604.480000004,4782080.0,576,320,15,5
xl,4.0,225360855915.48267,956416.0,58883604.480000004,4782080.0,576,320,15,5
s,4.0,19701543120.05502,1377239.04,58883604.480000004,6886195.2,576,384,15,5
m,4.0,39403086240.11004,1377239.04,58883604.480000004,6886195.2,576,384,15,5
l,4.0,98507715600.2751,1377239.04,58883604.480000004,6886195.2,576,384,15,5
xl,4.0,197015431200.5502,1377239.04,58883604.480000004,6886195.2,576,384,15,5
s,4.0,17620343364.727318,1377239.04,72695808.0,6886195.2,640,384,15,5
m,4.0,35240686729.454636,1377239.04,72695808.0,6886195.2,640,384,15,5
l,4.0,88101716823.63658,1377239.04,72695808.0,6886195.2,640,384,15,5
xl,4.0,176203433647.27316,1377239.04,72695808.0,6886195.2,640,384,15,5
s,4.0,14125896763.344803,1874575.3599999999,87961927.68,9372876.799999999,704,448,15,5
m,4.0,28251793526.689606,1874575.3599999999,87961927.68,9372876.799999999,704,448,15,5
l,4.0,70629483816.72401,1874575.3599999999,87961927.68,9372876.799999999,704,448,15,5
xl,4.0,141258967633.44803,1874575.3599999999,87961927.68,9372876.799999999,704,448,15,5
s,4.0,12837968349.31802,1874575.3599999999,104681963.52,9372876.799999999,768,448,15,5
m,4.0,25675936698.63604,1874575.3599999999,104681963.52,9372876.799999999,768,448,15,5
l,4.0,64189841746.590096,1874575.3599999999,104681963.52,9372876.799999999,768,448,15,5
xl,4.0,128379683493.18019,1874575.3599999999,104681963.52,9372876.799999999,768,448,15,5
s,4.0,11561839592.347223,2448424.96,104681963.52,12242124.8,768,512,15,5
m,4.0,23123679184.694447,2448424.96,104681963.52,12242124.8,768,512,15,5
l,4.0,57809197961.736115,2448424.96,104681963.52,12242124.8,768,512,15,5
xl,4.0,115618395923.47223,2448424.96,104681963.52,12242124.8,768,512,15,5
s,4.0,10621706928.833097,2448424.96,122855915.52,12242124.8,832,512,15,5
m,4.0,21243413857.666195,2448424.96,122855915.52,12242124.8,832,512,15,5
l,4.0,53108534644.16549,2448424.96,122855915.52,12242124.8,832,512,15,5
xl,4.0,106217069288.33098,2448424.96,122855915.52,12242124.8,832,512,15,5
l,4.0,48849283151.07284,2448424.96,142483783.68,12242124.8,896,512,15,5
xl,4.0,97698566302.14568,2448424.96,142483783.68,12242124.8,896,512,15,5
l,4.0,44619039244.74236,3098787.84,142483783.68,15493939.2,896,576,15,5
xl,4.0,89238078489.48473,3098787.84,142483783.68,15493939.2,896,576,15,5
l,4.0,41383182267.2378,3098787.84,163565568.0,15493939.2,960,576,15,5
xl,4.0,82766364534.4756,3098787.84,163565568.0,15493939.2,960,576,15,5
l,4.0,38420844805.05991,3098787.84,186101268.48,15493939.2,1024,576,15,5
xl,4.0,76841689610.11983,3098787.84,186101268.48,15493939.2,1024,576,15,5
l,4.0,37984446797.251724,3825664.0,163565568.0,19128320.0,960,640,15,5
xl,4.0,75968893594.50345,3825664.0,163565568.0,19128320.0,960,640,15,5
l,4.0,35473953127.88546,3825664.0,186101268.48,19128320.0,1024,640,15,5
xl,4.0,70947906255.77092,3825664.0,186101268.48,19128320.0,1024,640,15,5
l,4.0,33152636083.853184,3825664.0,210090885.12,19128320.0,1088,640,15,5
xl,4.0,66305272167.70637,3825664.0,210090885.12,19128320.0,1088,640,15,5
l,4.0,31009660863.861076,3825664.0,235534417.92000002,19128320.0,1152,640,15,5
xl,4.0,62019321727.72215,3825664.0,235534417.92000002,19128320.0,1152,640,15,5
l,4.0,30724793634.440994,4629053.4399999995,210090885.12,23145267.199999996,1088,704,15,5
xl,4.0,61449587268.88199,4629053.4399999995,210090885.12,23145267.199999996,1088,704,15,5
xl,4.0,57750882511.10196,4629053.4399999995,235534417.92000002,23145267.199999996,1152,704,15,5
xl,4.0,54308437169.197,4629053.4399999995,262431866.88000003,23145267.199999996,1216,704,15,5
xl,4.0,53710989549.30582,5508956.16,235534417.92000002,27544780.8,1152,768,15,5
xl,4.0,50720854275.9132,5508956.16,262431866.88000003,27544780.8,1216,768,15,5
xl,4.0,47918674382.453415,5508956.16,290783232.0,27544780.8,1280,768,15,5
xl,4.0,44879742811.87297,6465372.16,290783232.0,32326860.8,1280,832,15,5
s,4.0,58188122778.168,344309.76,19403776.0,1721548.8,320,192,16,5
m,4.0,116376245556.336,344309.76,19403776.0,1721548.8,320,192,16,5
l,4.0,290940613890.84,344309.76,19403776.0,1721548.8,320,192,16,5
s,4.0,39385520345.11043,612106.24,27941437.44,3060531.2,384,256,16,5
m,4.0,78771040690.22086,612106.24,27941437.44,3060531.2,384,256,16,5
l,4.0,196927601725.55212,612106.24,27941437.44,3060531.2,384,256,16,5
xl,4.0,393855203451.10425,612106.24,27941437.44,3060531.2,384,256,16,5
s,4.0,33317886628.006405,612106.24,38031400.96,3060531.2,448,256,16,5
m,4.0,66635773256.01281,612106.24,38031400.96,3060531.2,448,256,16,5
l,4.0,166589433140.032,612106.24,38031400.96,3060531.2,448,256,16,5
xl,4.0,333178866280.064,612106.24,38031400.96,3060531.2,448,256,16,5
s,4.0,24687943992.922356,956416.0,49673666.56,4782080.0,512,320,16,5
m,4.0,49375887985.84471,956416.0,49673666.56,4782080.0,512,320,16,5
l,4.0,123439719964.61179,956416.0,49673666.56,4782080.0,512,320,16,5
xl,4.0,246879439929.22357,956416.0,49673666.56,4782080.0,512,320,16,5
s,4.0,18977397039.574646,1377239.04,62868234.239999995,6886195.2,576,384,16,5
m,4.0,37954794079.14929,1377239.04,62868234.239999995,6886195.2,576,384,16,5
l,4.0,94886985197.87323,1377239.04,62868234.239999995,6886195.2,576,384,16,5
xl,4.0,189773970395.74646,1377239.04,62868234.239999995,6886195.2,576,384,16,5
s,4.0,16923601048.563576,1377239.04,77615104.0,6886195.2,640,384,16,5
m,4.0,33847202097.12715,1377239.04,77615104.0,6886195.2,640,384,16,5
l,4.0,84618005242.81789,1377239.04,77615104.0,6886195.2,640,384,16,5
xl,4.0,169236010485.63577,1377239.04,77615104.0,6886195.2,640,384,16,5
s,4.0,13593414812.21822,1874575.3599999999,93914275.84,9372876.799999999,704,448,16,5
m,4.0,27186829624.43644,1874575.3599999999,93914275.84,9372876.799999999,704,448,16,5
l,4.0,67967074061.0911,1874575.3599999999,93914275.84,9372876.799999999,704,448,16,5
xl,4.0,135934148122.1822,1874575.3599999999,93914275.84,9372876.799999999,704,448,16,5
s,4.0,12324305198.06854,1874575.3599999999,111765749.76,9372876.799999999,768,448,16,5
m,4.0,24648610396.13708,1874575.3599999999,111765749.76,9372876.799999999,768,448,16,5
l,4.0,61621525990.342705,1874575.3599999999,111765749.76,9372876.799999999,768,448,16,5
xl,4.0,123243051980.68541,1874575.3599999999,111765749.76,9372876.799999999,768,448,16,5
s,4.0,11143556392.742718,2448424.96,111765749.76,12242124.8,768,512,16,5
m,4.0,22287112785.485435,2448424.96,111765749.76,12242124.8,768,512,16,5
l,4.0,55717781963.71359,2448424.96,111765749.76,12242124.8,768,512,16,5
xl,4.0,111435563927.42719,2448424.96,111765749.76,12242124.8,768,512,16,5
l,4.0,51070583239.46152,2448424.96,131169525.76,12242124.8,832,512,16,5
xl,4.0,102141166478.92303,2448424.96,131169525.76,12242124.8,832,512,16,5
l,4.0,46878020444.61329,2448424.96,152125603.84,12242124.8,896,512,16,5
xl,4.0,93756040889.22658,2448424.96,152125603.84,12242124.8,896,512,16,5
l,4.0,46465008470.42979,3098787.84,131169525.76,15493939.2,832,576,16,5
xl,4.0,92930016940.85957,3098787.84,131169525.76,15493939.2,832,576,16,5
l,4.0,42968640537.38824,3098787.84,152125603.84,15493939.2,896,576,16,5
xl,4.0,85937281074.77647,3098787.84,152125603.84,15493939.2,896,576,16,5
l,4.0,39773980746.11467,3098787.84,174633984.0,15493939.2,960,576,16,5
xl,4.0,79547961492.22934,3098787.84,174633984.0,15493939.2,960,576,16,5
l,4.0,36624369914.34,3825664.0,174633984.0,19128320.0,960,640,16,5
xl,4.0,73248739828.68,3825664.0,174633984.0,19128320.0,960,640,16,5
l,4.0,34139520689.607044,3825664.0,198694666.24,19128320.0,1024,640,16,5
xl,4.0,68279041379.21409,3825664.0,198694666.24,19128320.0,1024,640,16,5
l,4.0,31850207477.449467,3825664.0,224307650.56,19128320.0,1088,640,16,5
xl,4.0,63700414954.89893,3825664.0,224307650.56,19128320.0,1088,640,16,5
l,4.0,31570583490.04971,4629053.4399999995,198694666.24,23145267.199999996,1024,704,16,5
xl,4.0,63141166980.09942,4629053.4399999995,198694666.24,23145267.199999996,1024,704,16,5
l,4.0,29602912088.384487,4629053.4399999995,224307650.56,23145267.199999996,1088,704,16,5
xl,4.0,59205824176.768974,4629053.4399999995,224307650.56,23145267.199999996,1088,704,16,5
xl,4.0,55549494587.234146,4629053.4399999995,251472936.95999998,23145267.199999996,1152,704,16,5
xl,4.0,52157415117.896034,4629053.4399999995,280190525.44000006,23145267.199999996,1216,704,16,5
xl,4.0,51801728775.3647,5508956.16,251472936.95999998,27544780.8,1152,768,16,5
xl,4.0,48839714053.648506,5508956.16,280190525.44000006,27544780.8,1216,768,16,5
xl,4.0,46072466833.16092,5508956.16,310460416.0,27544780.8,1280,768,16,5
xl,4.0,45686681242.9548,6465372.16,280190525.44000006,32326860.8,1216,832,16,5
xl,4.0,43256310827.906715,6465372.16,310460416.0,32326860.8,1280,832,16,5
s,4.0,122867622580.70212,153026.56,7428096.0,765132.8,192,128,17,5
m,4.0,245735245161.40424,153026.56,7428096.0,765132.8,192,128,17,5
s,4.0,55888708894.45821,344309.76,20633600.0,1721548.8,320,192,17,5
m,4.0,111777417788.91643,344309.76,20633600.0,1721548.8,320,192,17,5
l,4.0,279443544472.2911,344309.76,20633600.0,1721548.8,320,192,17,5
s,4.0,37951812686.66068,612106.24,29712384.0,3060531.2,384,256,17,5
m,4.0,75903625373.32137,612106.24,29712384.0,3060531.2,384,256,17,5
l,4.0,189759063433.3034,612106.24,29712384.0,3060531.2,384,256,17,5
xl,4.0,379518126866.6068,612106.24,29712384.0,3060531.2,384,256,17,5
s,4.0,27367590147.243675,956416.0,40441856.0,4782080.0,448,320,17,5
m,4.0,54735180294.48735,956416.0,40441856.0,4782080.0,448,320,17,5
l,4.0,136837950736.21838,956416.0,40441856.0,4782080.0,448,320,17,5
xl,4.0,273675901472.43677,956416.0,40441856.0,4782080.0,448,320,17,5
s,4.0,23764462043.986786,956416.0,52822016.0,4782080.0,512,320,17,5
m,4.0,47528924087.97357,956416.0,52822016.0,4782080.0,512,320,17,5
l,4.0,118822310219.93391,956416.0,52822016.0,4782080.0,512,320,17,5
xl,4.0,237644620439.86783,956416.0,52822016.0,4782080.0,512,320,17,5
s,4.0,18304596844.241814,1377239.04,66852864.0,6886195.2,576,384,17,5
m,4.0,36609193688.48363,1377239.04,66852864.0,6886195.2,576,384,17,5
l,4.0,91522984221.20908,1377239.04,66852864.0,6886195.2,576,384,17,5
xl,4.0,183045968442.41815,1377239.04,66852864.0,6886195.2,576,384,17,5
s,4.0,16279863873.456707,1377239.04,82534400.0,6886195.2,640,384,17,5
m,4.0,32559727746.913414,1377239.04,82534400.0,6886195.2,640,384,17,5
l,4.0,81399319367.28354,1377239.04,82534400.0,6886195.2,640,384,17,5
xl,4.0,162798638734.56708,1377239.04,82534400.0,6886195.2,640,384,17,5
s,4.0,14510334394.811892,1874575.3599999999,82534400.0,9372876.799999999,640,448,17,5
m,4.0,29020668789.623783,1874575.3599999999,82534400.0,9372876.799999999,640,448,17,5
l,4.0,72551671974.05946,1874575.3599999999,82534400.0,9372876.799999999,640,448,17,5
xl,4.0,145103343948.11893,1874575.3599999999,82534400.0,9372876.799999999,640,448,17,5
s,4.0,13099618862.292528,1874575.3599999999,99866624.0,9372876.799999999,704,448,17,5
m,4.0,26199237724.585056,1874575.3599999999,99866624.0,9372876.799999999,704,448,17,5
l,4.0,65498094311.46264,1874575.3599999999,99866624.0,9372876.799999999,704,448,17,5
xl,4.0,130996188622.92528,1874575.3599999999,99866624.0,9372876.799999999,704,448,17,5
s,4.0,10754481714.304443,2448424.96,118849536.0,12242124.8,768,512,17,5
m,4.0,21508963428.608887,2448424.96,118849536.0,12242124.8,768,512,17,5
l,4.0,53772408571.522224,2448424.96,118849536.0,12242124.8,768,512,17,5
xl,4.0,107544817143.04445,2448424.96,118849536.0,12242124.8,768,512,17,5
l,4.0,49183257784.85904,2448424.96,139483136.0,12242124.8,832,512,17,5
xl,4.0,98366515569.71808,2448424.96,139483136.0,12242124.8,832,512,17,5
l,4.0,44897510563.34981,3098787.84,139483136.0,15493939.2,832,576,17,5
xl,4.0,89795021126.69962,3098787.84,139483136.0,15493939.2,832,576,17,5
l,4.0,41435978980.68012,3098787.84,161767424.0,15493939.2,896,576,17,5
xl,4.0,82871957961.36024,3098787.84,161767424.0,15493939.2,896,576,17,5
l,4.0,38285243796.03429,3098787.84,185702400.0,15493939.2,960,576,17,5
xl,4.0,76570487592.06857,3098787.84,185702400.0,15493939.2,960,576,17,5
l,4.0,38028922746.904854,3825664.0,161767424.0,19128320.0,896,640,17,5
xl,4.0,76057845493.80971,3825664.0,161767424.0,19128320.0,896,640,17,5
l,4.0,35358324370.70527,3825664.0,185702400.0,19128320.0,960,640,17,5
xl,4.0,70716648741.41054,3825664.0,185702400.0,19128320.0,960,640,17,5
l,4.0,32901843917.4596,3825664.0,211288064.0,19128320.0,1024,640,17,5
xl,4.0,65803687834.9192,3825664.0,211288064.0,19128320.0,1024,640,17,5
xl,4.0,61292489054.22549,3825664.0,238524416.0,19128320.0,1088,640,17,5
l,4.0,30509269235.38351,4629053.4399999995,211288064.0,23145267.199999996,1024,704,17,5
xl,4.0,61018538470.76702,4629053.4399999995,211288064.0,23145267.199999996,1024,704,17,5
xl,4.0,57120145807.315216,4629053.4399999995,238524416.0,23145267.199999996,1088,704,17,5
xl,4.0,53509772226.86179,4629053.4399999995,267411456.0,23145267.199999996,1152,704,17,5
xl,4.0,53164994010.04048,5508956.16,238524416.0,27544780.8,1088,768,17,5
xl,4.0,50023545322.42538,5508956.16,267411456.0,27544780.8,1152,768,17,5
xl,4.0,47093119624.5455,5508956.16,297949184.00000006,27544780.8,1216,768,17,5
xl,4.0,44363242722.098595,5508956.16,330137600.0,27544780.8,1280,768,17,5
xl,4.0,44154786595.260704,6465372.16,297949184.00000006,32326860.8,1216,832,17,5
xl,4.0,41746227294.58432,6465372.16,330137600.0,32326860.8,1280,832,17,5
xl,4.0,39249544094.87959,7498301.4399999995,330137600.0,37491507.199999996,1280,896,17,5
s,4.0,118309664207.26431,153026.56,7870832.64,765132.8,192,128,18,5
m,4.0,236619328414.52863,153026.56,7870832.64,765132.8,192,128,18,5
s,4.0,36618818233.74819,612106.24,31483330.56,3060531.2,384,256,18,5
m,4.0,73237636467.49638,612106.24,31483330.56,3060531.2,384,256,18,5
l,4.0,183094091168.74097,612106.24,31483330.56,3060531.2,384,256,18,5
xl,4.0,366188182337.48193,612106.24,31483330.56,3060531.2,384,256,18,5
s,4.0,26463621167.08956,956416.0,42852311.04,4782080.0,448,320,18,5
m,4.0,52927242334.17912,956416.0,42852311.04,4782080.0,448,320,18,5
l,4.0,132318105835.44781,956416.0,42852311.04,4782080.0,448,320,18,5
xl,4.0,264636211670.89563,956416.0,42852311.04,4782080.0,448,320,18,5
s,4.0,22907576848.54286,956416.0,55970365.44,4782080.0,512,320,18,5
m,4.0,45815153697.08572,956416.0,55970365.44,4782080.0,512,320,18,5
l,4.0,114537884242.7143,956416.0,55970365.44,4782080.0,512,320,18,5
xl,4.0,229075768485.4286,956416.0,55970365.44,4782080.0,512,320,18,5
s,4.0,17677868461.565987,1377239.04,70837493.76,6886195.2,576,384,18,5
m,4.0,35355736923.13197,1377239.04,70837493.76,6886195.2,576,384,18,5
l,4.0,88389342307.82994,1377239.04,70837493.76,6886195.2,576,384,18,5
xl,4.0,176778684615.65988,1377239.04,70837493.76,6886195.2,576,384,18,5
s,4.0,14034517403.785122,1874575.3599999999,87453696.0,9372876.799999999,640,448,18,5
m,4.0,28069034807.570244,1874575.3599999999,87453696.0,9372876.799999999,640,448,18,5
l,4.0,70172587018.92561,1874575.3599999999,87453696.0,9372876.799999999,640,448,18,5
xl,4.0,140345174037.85123,1874575.3599999999,87453696.0,9372876.799999999,640,448,18,5
s,4.0,12640440757.486078,1874575.3599999999,105818972.16,9372876.799999999,704,448,18,5
m,4.0,25280881514.972157,1874575.3599999999,105818972.16,9372876.799999999,704,448,18,5
l,4.0,63202203787.43039,1874575.3599999999,105818972.16,9372876.799999999,704,448,18,5
xl,4.0,126404407574.86078,1874575.3599999999,105818972.16,9372876.799999999,704,448,18,5
s,4.0,11401384398.780485,2448424.96,105818972.16,12242124.8,704,512,18,5
m,4.0,22802768797.56097,2448424.96,105818972.16,12242124.8,704,512,18,5
l,4.0,57006921993.90242,2448424.96,105818972.16,12242124.8,704,512,18,5
xl,4.0,114013843987.80484,2448424.96,105818972.16,12242124.8,704,512,18,5
l,4.0,51958296731.415115,2448424.96,125933322.24,12242124.8,768,512,18,5
xl,4.0,103916593462.83023,2448424.96,125933322.24,12242124.8,768,512,18,5
l,4.0,47430454159.36306,2448424.96,147796746.24,12242124.8,832,512,18,5
xl,4.0,94860908318.72612,2448424.96,147796746.24,12242124.8,832,512,18,5
l,4.0,43432320442.14253,3098787.84,147796746.24,15493939.2,832,576,18,5
xl,4.0,86864640884.28506,3098787.84,147796746.24,15493939.2,832,576,18,5
